sentiment,review_body,product_category
0,Very pretty but runs tight - i usually wear an 8 or small/med in retailer jackets and couldn't zip up the 8 (am a 36c and thick/broad at the top) as there is no give. this is also more like a fitted shirt  made of lightweight muslin-like fabric. was looking for a summer jacket to wear over knits in a chilly  air conditioned office setting so sadly it didn't work for me. could be cute on someone with a smaller frame over a tank or cami.,Jackets
1,Love this blazer! combines a chic  pulled together look with super soft  comfortable material. will be great for the office and the weekend. runs a little big?am typically a large or xl  so i ordered the xl and had to exchange for a large. might have actually been able to size down to a medium  but didn't want to deal with the back and forth again.,Jackets
1,I really like this vest. personally  i think it is difficult to find vests that fit properly. this is a good one. fabric and color good. the photo is very representative of the color. no surprises there. arm holes are not too big which is often a problem. the detail on the back gives it some added interest. the only thing i would mention that could be a negative is that it is short  especially in the back. again the picture is representative but do pay attention to the length and be certain that,Jackets
1,I love the design of this cape. most capes are coats which can only be wore in the fall months here in the midwest since winter is too cold. this cape is more like a layering piece for indoors similar to a cardigan sweater  which i like. it can be wore in an office setting or out on the town with jeans. the constructions is well made as well,Jackets
1,I love this jacket. let's be clear though...it's not for warmth just for style but it's perfect for fall in california. i love the detailed work and have already tried this with so many different layers  a light blue tank  off white shirt  tshirt and it looks great with lots of things and truly makes the outfit. love unique pieces like this and i will be wearing it often. i bought my usual size small. sleeves are a bit long for my 5'4 frame but they didn't have in petite and it looks great.,Jackets
1,I dig this jacket very much because i can wear it like a thick shirt or as a jacket  and the removable collar gives even more versatility. i am short so i opted for regular xs (i'm 5ft2in  34b  26 waist  36 hips)  the bit of spandex stretch helps me achieve the fitted look without looking too tight. i love military green color  it's a happier neutral than black or brown. without saying  it goes with everything and flatters all body types.,Jackets
1,I saw this online and just had to have it! it fits and looks exactly as pictured. excellent for spring or fall.,Jackets
1,Love it; the bit of stretch in the denim makes it less stiff than traditional denim.,Jackets
1,Super cute jacket .perfect for fall i can't stop wearing it,Jackets
1,This jacket is perfect for fall! lightweight and easily worn over other tops or layers. looks great with jeans!,Jackets
-1,So after reading the 2 reviews  decided to just order my usual size (26)  thinking they might be a tad snug. wrong! they were huge! i looked at the size to see if they sent me a size 30 by mistake! unfortunately small sizes sold out. quality is excellent as well as style  so bummed!,Jeans
-1,Perhaps i should have gotten two sizes smaller  but the knees on these were baggie by lunch.  they are very soft and comfortable  but i wouldn't buy them again.,Jeans
-1,I really wanted to like these  but they just didn't look right on my 5'3 sorta bulky frame. i have big thighs and always feel out of place wearing leggings  so maybe i'm just not the right target for these  but they looked so cute and i wanted to give them a try. the waist was too high for my liking  and the leg openings were too big and gave me a stumpified look.,Jeans
-1,I ordered these leggings and loved them  for about an hour- at which point the belt loop ripped off of the pant  leaving a hole. i called customer service and they sent me a 2nd pair. same thing happened. i never even pulled on the belt loop. they are just so flimsy. it's a shame bc they are cool looking.,Jeans
-1,Bummer  i fell in absolute love with these gems until i realized how weak the stretch is by the end of the day. i purchased them on the 13th of feb and can't bare to wear them anymore.,Jeans
-1,I am obsessed with denim and have two other pairs of ag jeans from retailer that i am very happy with. my recent preference has been for high-rise skinny jeans and decided to give these a try because of the versatile medium wash. when i tried these on in my normal size  they were so cute that i bought them full-priced. i could tell that the material was pretty stretchy (which is what makes them soft and comfortable)  but was not expecting them to stretch out and sag after a few hours. by th,Jeans
-1,Loved these when i tried them on they fit well and were so flattering. i am a size 0/2 and 5' tall and have a 'bubble butt' and thicker thighs with a narrow waist i tried on a 24 they we a little tight on my bum and thighs but the waist was perfect  tried on a 25 and they were much more comfortable on my legs and worked on my waist as well. i thought all was good but after wearing them out for not even ten minutes they started slipping down constantly and loosed up around all areas especially my,Jeans
-1,I love my very old pilcro stet jeans. they are the perfect denim weight  and the back pockets are set in a way that is very flattering for the tush. not so with the newer pilcros unfortunately. the denim is thinner and may have more stretch and they get worn and pill on my inner thighs. and the back pockets are set far apart making my back side look unnaturally wide. it's a bummer.,Jeans
-1,These are a beautiful color  but run large. i ordered my usual size and they are falling off of me. they are very low rise so i don't think i'll be trying the smaller size  can't even imagine them being lower. also  they are cropped  that's hard to tell in the picture.,Jeans
0,"1. the wide leg/crop is a cool trend. but not great on me. i'm pretty standard in size/build: 5'6""  135 lbs   size 4. i felt like i just looked oddly shaped with them on.  2. and maybe this is the issue: the size 27 (my normal size in every citizen pant i own) was about 2 whole sizes too big for me. i mean  i felt great about myself. but...wowza.  3. when i took them to the store to try on/exchange  they don't even carry them in the store! so i just returned and will try something else.",Jeans
0,I am a pretty consistent size 2 or 26. ordered these in my usual 26 and  yikes  right out of the package knew they''d be way to small. they have a lot of stretch in them so i was able to get them buttoned but they were wayyyy too small and looked awful. i returned them for a 27 which i am still waiting for. i'll update this review when they arrive. other than the size issue  they were just as pictured/expected.,Jeans
0,I was so glad to find such a beautiful item made in the usa. i knew the workmanship would be above average. the embroidery is gorgeous and makes these jeans so unique. i am usually a 24 in pilcro slouchy chinos  size 0 in most pants   25 in jeans so i ordered these in xs. the waist was at least 7-8 inches too large. they were enormous in every aspect of fit. no belt could possibly make these stay up. very disappointed . i would recommend an xs if you are a size 6 to 8.,Jeans
0,The design of these is adorable with the lace up ties however they are a dingy looking off white color. they are also pretty see through. returned.,Jeans
0,"The tag on the jeans said ""won't stretch out""  and i've already returned one pair to size down when they stretched out by the end of the first wear. ive been wearing the smaller size for a week  and it's stretching out as well. the crotch ends up dropping two or 3 inches and i keep having to hike the pants up in public  after just a week of owning them. i love paige jeans  and the cut and color of these are amazing. i'm going to have to size down one last time just to get them to stay up  i hope",Jeans
0,Although i bought 2 sizes down from my regular size  they were still big and  made my derriere look flat. i would have kept them as weekend kick-around jeans  but the flat behind just made them a must return.,Jeans
0,I have a few pairs of the stevie ankle  so i thought i try these. they have very little stretch and feel tight in the waist. the distressing near the front pockets is really apparent...like white stripes. they make the jean look overall cheap. not worth $198  in my opinion.,Jeans
0,As other reviewers have pointed out  the bum is not flattering. the pockets are wide and the fit sort of flattens you out. bummer. literally. too bad  i wanted these to work more than then coh's parker cropped. the coh's win. my wallet loses.,Jeans
0,"Lovely jeans  love the details in the cuff bottoms. the front of the jeans  the relaxed ""boyfriend"" part was just too relaxed for me - too much material there that it was unflattering. otherwise cute.",Jeans
1,First off  let me say that i am 52 and don't often go for print jeans these days:) however  these are just so stinking fun and flattering that i couldn't say no. these look great cuffed for warmer temps  and rolled to full length will be fun to wear with fall sweaters. if you are looking for something fun and flattering  these are the ticket! i bought the grey version and feel that they will work with many pieces that i already have.,Jeans
1,I knew from previous pilcro purchases to size down. went down 2 sizes and they fit perfect. this dark wash doesn't have as much stretch as some do which i prefer because they stay up all day.,Jeans
1,I love love love these bright red jeans. they fit great  they're super soft and comfortable  and the bright red is a great punch of color. only sad about how expensive they are. at that price point  i decided to return them  but am hoping they get marked down!,Jeans
1,Lots of stretch in fabric so pants fit well. length is perfect for me. i'm almost 5ft 6 in and they hit at bottom of ankles with slightly extra fabric so flats  heels  or boots work great with these pants. i bought size 29 and i'm 135 lbs. colors in pants are beautiful. many different colored tops go well with them,Jeans
1,"I like the jeans a lot. they're definitely skinny fit and more like leggings -- very stretchy. i feel like they would fit all shapes and sizes because of that ""give "" so the claim that they're flattering on everyone is probably valid. i also appreciate that there is no stonewashing  as grey jeans often seem to have -- they are all one hue from top to bottom  with a little bit of linear line texture to the fabric. the only flaw (at least i don't think it's intentional) is that the front pockets l",Jeans
1,These wide cut stretchy demon trousers are so flattering; i'm 6' and 160  which translates into curvy territory. i didn't need extra length  and the size 32 was bigger than i need  but not too big. these are very classy looking  and go with sandals to booties for every type of look  summer to winter   with a breezy top or a cozy sweater.    the revisitation of bell bottoms and culottes had me slightly down: those cuts are not the most flattering for most people. these jeans are smart but trendy;,Jeans
1,"As others have mentioned  they're quite long. i'm 5'8"" and need to wear 2"" heels to make sure these don't drag. they're much tighter in the butt and thighs than my other pilco pants. i love the button detail at the ankles.",Jeans
1,Finding boyfriend jeans that actually look flattering can be tricky. these fit the bill! not too baggy with a lovely side view silhouette and a front silhouette that does not make you look larger than you actually are - i instantly knew that i had to have these. look supercute with the legs rolled up or as shown in the picture. the denim is soft and the creasing and finish do not look too contrived. i sized down a size and the fit is perfect. highly recommend!,Jeans
1,I purchased this online and absolutely love this:::: it can be dressed up or down. i received many compliments  its also so soft and very comfortable!!! a must have!!,Jeans
-1,This shirt had an overpowering vinegar odor when i took it out of the packaging.    the mint green color was appealing but the styling did not look good and the smell was too much.,Knits
-1,The back of this t-shirt looks cute but the front looks really weird. the material in the back is quite stiff but the grey material is soft  so the front gray area ends up hanging weirdly and looking uneven and messy. i appreciate asymmetrical clothing but to me it looked like a patched up rag from the front. it fits true to size.,Knits
-1,This top doesn't at all fit like it does on the model. the mid section is very wide and boxy and the material is thick and almost sweatshirt-like. i typically wear size small or 4  but perhaps an xs might've fit or looked better. sadly i must return this shirt.,Knits
-1,"I bought this in the white  size m (140lbs.  5'8""  34b) because i wanted a baggy fit  which i got  so this is tts. the white is more of an off-white rather than a bright white  which i like because i happen to be looking for an off-white tee. and the shape is good--even in a larger size  this tee nips in at the waist.however  the quality of this tee is lacking  as it is the typical  cheap  marled  slightly see-through material that seems to be everywhere these days and the band on the back of th",Knits
-1,This is one of the lowest quality shirts i have ever received from retailer. i was so excited for the shirt  it looked so pretty and soft in the pictures. the flax is very scratchy  marring the softness of the rest of the fabric. the top half is totally sheer  requiring a cami. the shirt is cut in such a way that it flares out from the rib cafe in an unstructured way  unnecessarily adding visual pounds. finally  the sewing is done very poorly and the the side tag is literally three inches long--wh,Knits
-1,I loved the criss cross part of this tank. however  it looked so frumpy on. the cut was just odd and if you are petite it felt like a tent. i was so bummed because that criss cross was awesome but it just looked so weird on. i returned it. the material felt nice too.,Knits
-1,This top is has an awkward neckline  doesn't lay like the photo (as mentioned by another reviewer.) see threw  and of poor quality. the fit is very baggy and unflattering. and material is very thin. it also runs very large!! the color is pretty  but that is it :(,Knits
-1,"I loved this color and ordered it online because i thought it would work for both casual and work days dressed up a little. ummmmm  no. it's weird and boxy and does not look at all like it does on the model. i think maybe if you have no bust whatsoever and size way down it would look okay. i'm only a 34b  weigh 110 pounds  5'3"" and it made me look huge and awkward. this is going back!",Knits
-1,This really was nothing special. for $68 there are much cuter tops at retailer. it wasn't particularly flattering as it was very boxy  so it added volume. it was soft and felt like decent quality which was nice. i agree with another reviewer that the ruffles feel too big. overall  this was just a miss for me.,Knits
0,The fabric is super soft and the grey is pretty  but it is light grey not dark grey as described when you select to buy it. my biggest issue with the top is that the cold shoulder arm reveals the entire arm  so if you aren't completely toned with your tricep and all over arm  it will show... which is why i bought this to hide my blunders,Knits
0,I bought this shirt in 3 colors. soft  comfortable fabric  as other reviewers have mentioned  and nice detailed sleeve. i am gravely disappointed in the fabric quality since after wearing this one time with a necklace (as shown in the picture) it developed tiny pulls. i should mention that it was a very plain necklace  nothing sharp  pointy etc. i will most likely return all 3 shirts.,Knits
0,I liked the product shots of this cardigan  but when i opened it up out of the package i was kind of ...unimpressed... the green wasn't quite the color i was expecting  the fabric was rougher  the lace was scratchy  the fit was boxy  and the sleeves are very dolman... none of which translated through the pictures online... i still think it's cute  but it has a much more casual look to it than i was expecting. i might reconsider if it hits sale  but for now it goes back...,Knits
0,I ordered this in blue  and loved the color. i'm not typically into the flowing top style  but i tried a few items on my last order  this being one. it's unseamed at the bottom  which was my primary reason for returning it - i couldn't see that in the photo online - but if that is your style  this item is good quality  soft  comfortable material  and a great spring or fall blue.,Knits
0,I am wearing a medium in the photos and for reference my measurements are 38-30-40. i did not purchase this top.,Knits
0,The lining is shorter than the top  so i keep pulling it down. also the finishing of the edges looks like a child cut it with some scissors. it is not evenly cut. i do like the color and style of the shirt  just not the quality.,Knits
0,"I originally bought this shirt in the blood orange color  which is lovely and vibrant. the shirt is extremely comfortable and very flattering. however  it is also very  very cheap. after about five washes  it has pilled and worn  the color has faded a bit  and i doubt it will make it through the spring. for perspective  i wash all my clothes on cold and use the ""air dry"" setting on my dryer.  nonetheless  even having experienced the wear and tear  i went back and bought this shirt in every other",Knits
0,I loved this top when i saw it online  and ordered it right away. however  the fit is way off. i am always a size medium. always. but i was swimming in this and had to return it. even if it had fit  i wasn't thrilled with it. i thought it would be something i could dress up  especially with the lace detail  but instead it looked really frumpy. i would recommend this top as long as you know to order a smaller size and are looking for something a little more casual.,Knits
0,Bought this shirt because i loved the cut and the stripes. had little to no shape to it. some may think it runs big but it appears that is the look this top is going for. i feel like being short  i just looked kind of dumpy on me. fabric is nice but borders on see through. it was just ok....nothing exciting.,Knits
1,This is my new favorite shirt!! you can dress it up or down. so comfy and totally flattering :),Knits
1,I do love this shirt as i am a yogi and love to wear things like this. it was a little boxy and big  but don't care because the style of it is so cute.,Knits
1,This is a great basic shirt. it has room in the midsection so you can tuck in or not. it is also extremely soft. i am 5'9  a 10 and the m fit just right.,Knits
1,This top looks fantastic on. definitly great when you want to look a little more dressed up! the fabric is a bit sheer so i will wear a nude camisole underneath. the design has the perfect amount of shimmer to make it dressy. it is so silky and feels great on! the neckline has the perfect plunge too.,Knits
1,Great shirt  more of a stretch to it than i thought it would. very flowy  looks great with jeans & leggings.,Knits
1,"This is definitely a cute top! i am 5'1"" 34a  and bought the extra small. it fits well  very flowy. a little shorter than i like  but it still looks cute. it's thin  but soft and comfortable. i wore it just like the model  with my long jeans and some wedge sandals and it looks great for a spring day!",Knits
1,Love this top.  the fit is perfection!  the fabric is wonderfully soft.  i ordered the green  love this color.  will be ordering it in the grey also..  fits very true to size.,Knits
1,The fit and feel of this top is lovely. great shirt to layer. fits great  i get compliments every time i wear it.,Knits
1,Im a busty gal at a 34ddd and this was pretty flattering. it showed off my curves and hid my unfit belly with ease. i usually am a small to medium and i ordered large in both the grey and gold stripe and i love them both. they fit flawlessly. very flattering and i like the high neck line,Knits
-1,I wore this bodysuit once. it had a hole under the arm when i took it off,Layering
-1,The material is very nice. not flimsy at all which is nice. the problem was the fit around the arms. i am a petite person with a small chest but it still didn't cover me bra. i'll be returning it.,Layering
-1,This top is beautiful - even more so in person. however  like a previous reviewer  the fit is very boxy. there is so much excess fabric that poofs out on the sides that you can't see in the photos due to the model's cardigan and arms. if this top had been a bit longer and more fitted  without all the excess fabric at the bottom  it would have been perfect. again  the color  the lace  the fabric and the pleating is all gorgeous. would love it if the designer took this into consideration and came,Layering
-1,Doesn't feel like cotton jersey. feels like a thin version of the seamless cami. it's not soft as i expected. it's much thinner than expected too.,Layering
-1,"This shirt fits very closely to the body. it has a very strange fit in the shoulder  though. the arms themselves are really long  far past my hands  yet it's very tight in the shoulder and under arm area. for reference  i am 5'10""  130 pounds and ordered a small  which is what i usually need.",Layering
-1,Way too long...the sizing is incredibly off on this product. order a size or two down.,Layering
-1,Very poorly made- wide and short  very unflattering. the material is advertised as cotton  but it felt very synthetic.,Layering
-1,This top fit perfectly but too much of my bra was showing through the black lace. it would be a great top to use as loungewear  though.,Layering
-1,I love this tank  it is so comfortable but it does have its flaws. it rolls up every time i walk or do anything  it becomes very bothersome.,Layering
0,I love the wide straps but it runs small and is short. still great for layering. great  soft material. i hate that it is so tight and short but if i size up them the arm holes would be way too big.,Layering
0,So comfortable and soft but starting pilling after one wear! sending back.,Layering
0,I was looking for an undergarment and this is more of a nightgown. if it came in a solid color then i'd probably buy it. i usually wear a small and this was a tad too tight. on the upside  the fabric was soft and lightweight.,Layering
0,I nearly always wear a size small  and sometimes even a small is too large. not in this case; this top is extremely snug. i would not be able to wear this  and i would've returned for a larger size but the ivory color was a little too yellow for me. in the online photo. the color is more of an off-white than ivory yellow. i'm guessing also that this fabric may not stand the test of time and easily snag. but that's just conjecture.,Layering
0,I loved this when i got it. it has such a flattering fit! slightly loose in the body  but not flowy. nice weight of fabric. comfortable fabric. perfect scoop neck that doesn't show too much cleavage. but i washed it once on delicate and line dried (which i do with most of my shirts) and it came out riddled in holes.,Layering
0,"This spandex top  in my opinion  is workout wear. it is not the tank i expected to receive  but my bad. it is super stretchy tank like most folks use with leggings or workout shorts. it does seem small but perhaps due to the kind of tank it is  it should fit like this. 5' 5"" 142 lbs medium is skin tight. color is nice but  as i wanted a tank to wear with skirts or jeans and this is not what i had envisioned-it has to go back to retailer. quality seems fair.",Layering
0,I love the way the mock neck style looks  but the shirt is cut very small. i realize it's supposed to stretch  but it's still very  very tight on  particularly in the shoulder area. if you like the style  i'd recommend sizing up.,Layering
0,This seemed to run a little bit small on me... more form fitting than on the model in the photo. also  it's thin. i'd be sold on it for sure if it were just a little longer too because i like the almost-lingerie-like look. the lace applique is pretty  and if you purchase it for that  then it really shows up better on the two lighter colors - it really gets lost all in black.,Layering
0,"I like this shirt  as in general i prefer more form-fitting and less flowy shirts. however  after washing the shirt and hanging dry it has shrunk to be too short to wear with even mid-rise jeans. so: good if you don't like long t-shirts  bad if you are tall  like me (5'8"") and don't want to wear a crop top.",Layering
1,I have bought 4 of these  but after 1st wash on 2 of them and they were in a lingere bag  there are little holes on the front of each  now they are bum around shirts. if they go on sale i will purchase  but the material needs to be better.,Layering
1,"Nice lines and texture but fit is very tight and i experienced the sizing to run small. i am 5'6"" and 115# with small frame. i usually wear xs or s from retailer  so ordered the turtleneck in small. the size small was super tight. i love the design so exchanging my order for a medium.",Layering
1,This is a great layering tank that is super comfy! the sale price is a bargain!,Layering
1,I really like this top. perfect underneath cardigans or on its own. the fabric is a bit thin so light colors may be see through. love the wider style so there is no bra show. versatile. i see myself purchasing more of these!,Layering
1,The size s arm holes are a little too over-sized and i find i keep adjusting the shoulders so the sides of my bra won't show (and sizing down to an xs made the body too tight). it's a bit pricey for a basic  thin tank  but it's a good every day  wear all the time staple.,Layering
1,Love these tanks so much i have them in every color. i wear them layered under blouses  thermals  henleys  blazers  etc. i'm typically and extra small but the small fits perfectly.,Layering
1,"I'm 5'5"" 127lbs. ordered size small. not sheer. bodysuit snaps. great to wear with skirts and wide leg pants!!",Layering
1,I bought this on sale and at the sale price it is a steal. great style  feel  and fit. maybe wouldn't feel as good about it at full price  but wish i had one is every color!,Layering
1,I bought an retailer cami 10 years ago and it is still in good shape so i looked on the website to see if they still carried them and they did! i bought 3 i was so excited!,Layering
-1,Adorable foxes  i was smitten in the store but the fix is bizarre and the foxes don't come up very high so you're limited in the length you can wear. i bought the m/l based on salesperson advice and i can't imagine trying anything smaller  i usually wear a size s or 4 bottom  these were super snug. back to the store they went.,Legwear
-1,I opened these when i got them yesterday and immediately tried them on. the knees were totally stretched out and due to the panel at the knee  it looked like i had growths popping out between my legs at my knees. someone had received these before me and sent them back after they tried them on or wore them then returned them. they were obviously too small for whoever did that. these never should have been resent to another customer. they are obviously very misshapen. they are going back. on a bet,Legwear
-1,"These socks were so narrow  especially on top  that they pinched my thighs and we're almost painful to wear all day. my thighs are pretty narrow  i'm only five feet tall and my legs and hips are the thinnest part of my body. i understand that they need to be reinforced on top so that they don't slip down but these are definitely made for a person who is unhealthily skinny. ""one size"" is definitely not true. they also snag easily.",Legwear
-1,These could barely fit over my calf and did not even broach my knee. i have big calves but i am otherwise i slim and normal sized woman. these are way too tight and narrow to enjoy or to get much use out of.,Legwear
-1,Ordered on line and thought these are a great quality as i pulled them out of the box. tried them on and found minimal elastic for the waist. within minutes of wearing  the waist fell down past my hips...glad i was at home. looks cute but will not stay up.,Legwear
-1,I am so sad i have to return these leggings. they're adorable--so much so that my fiancã© commented favorably on them--but as other reviewers have pointed out  there's no elastic or string in the waistband so you have to walk around holding them up with one hand or they'll fall down! why  sleeping on snow? whyyyyyyyyyyy? they're so great otherwise!,Legwear
-1,I ordered these pants in my usual size (xl) and was shocked when i received them. the waist was huge and there was nothing in the way of an elastic or tie to keep them up. i couldn't keep them on so  of course  back they go! too bad! the sweater quality is great.,Legwear
-1,Good quality fabric and structure but the mix media details and lines make them seem more like jodphurs than leggings. it's hard to see where i would wear them ... sorry but they have to go back.,Legwear
-1,These socks were very thin and the elastic at the top was very rigid. i could not get these socks to go any higher than half-way up my calf. i would not recommend this product. it felt very cheap and not of good quality.,Legwear
0,I love these leggings - they look and feel great  but i can't wear them out of the house! there is no elastic in the waistband  so they are constantly falling down. i won't dare wear them out  for fear they will fall down when i walk across the street. everything else about the leggings is exactly what i was looking for: style  comfort  and warmth. they are great for curling up to read a good book in front of the fire; not for doing anything active.,Legwear
0,"I am 5' 10"" 135 lbs  normally a size 4l and ordered both a small in the navy and a medium in the beige. the elastic waist on both is not a tight/ muffin-top producing elastic like on some thinner banded leggings. in fact  the elastic is very loose  not very stretchy on either of the sizes. i think the s had been previously tried on  given the state of the packaging and the fact that the seat of the pant was already a bit stretched out. the m is definitely too large so i would say that these run",Legwear
0,I recommend with reservations. these leggings are 100% wool  soft  not itchy  light weight  lovely knitted pattern. they run large. i sized down to a small. the first time i wore them they were fine. but the second time the waist stretched out and was useless: they were falling down as i walked. such a shame because everything else about them is perfect for cold winter days. they even fit under my silk skirt and would make other lighter garments wearable in winter. so what to do? at the price th,Legwear
0,I carry my weight on my lower half  usually a large in bottoms. this one in a large was too big throughout especially since it doesn't have a waste band. returned.,Legwear
0,I have the blue and gray and love the look and feel. however  the gray within days ripped at the seam and other areas.,Legwear
0,I have bought other leggings at retailer and they were fine. these run small. i have to return.,Legwear
0,I really like the look of these socks  and have become obsessed we over-the-knee socks for winter this year. they are very tick which is nice for keeping warm and for durability for a long lasting product. my only complaint is that they are very difficult to get over the knee. this can be a great thing  because they certainly do stay put-which is a huge problem with over-the-knee socks. however  by the end of the day i was pretty sure i was going to lose a leg from poor circulation.  i am still,Legwear
0,"Got them in the light blue. i'm 5'0"" so they're a little long. i like the texture and they are really comfortable! the only thing is the awkward seams around the crotch area so you really can't wear them alone with a cropped tee or shorter top.",Legwear
0,These are very cute leggings. i love the ribbed bottoms. as far as design and comfort  they are a five. but after only two wearings  they are pilling like crazy and look shabby. i'm very happy i only paid $23 for them. if i paid full price  i'd be more upset.,Legwear
1,Perfect substitute for leggings to wear with a long shirt skirts or shorts. and are thick enough to keep you warm and aren't as thin as some tights normally are.,Legwear
1,"These are my favorite tights. i love how they are opaque. i love that they are thick but not so thick as to be only appropriate for winter. they are slimming without feeling too tight.    why don""t you sell these any more??? please bring them back!",Legwear
1,These tights are wonderful  exactly as pictured (but the shimmer is more apparent in person)  definitely true to size  and super comfy! the only tricky part is finding the right shoes to pair with.,Legwear
1,Absolutely love these leggings - warm  comfortable - great way to relax after a long day? snuggle up in these...do stretch even longer after a while  but wash and wear again is easy - even wear out of the house...bought in green and love how well they go with sweaters  shirts  etc. -,Legwear
1,I bought a xs in black. i like the weight  texture  and thickness of this fabric. it feels like it smoothes over and holds the lines of my body in well. may be the other reviewer got a pair out of an odd batch  which could mean there are inconsistencies? i would like to see how the color and the stretch holds up with future washes. it would have gotten five stars since if it came in petitte length. but i will pick up a couple of more if it hits sale.,Legwear
1,Unique pattern. got lots of compliments! great fall accessory!,Legwear
1,Wonderful fit - love that these have a bit of texture to them and the structure is perfect. easy to wear with ankle boots or flats  and thick enough that you don't have to worry about see-through incidents. the only issue that i have is that the elastic in the waistband isn't secured  so it tends to twist around - just a minor annoyance and wouldnt stop me from ordering these in another color!,Legwear
1,This product is awesome! i'm a tall lady with wide calves and thighs and these socks look and feel fantastic on me; they are tight enough that they don't wind up sliding down around my ankles  but not so snug that they make my legs look like sausages. i would recommend this product to all of my girlfriends.,Legwear
1,I just go these socks in one of my beauty boxes!!! there is nothing like a new pair of socks. they feel amazing no matter what you do. these are ultra soft and in-line with other slipper socks i have tried with the grippies on the bottom. i like the color black style (actually  i like all the new styles at retailer right now)  and i didn't think i would like the higher tabs in the back but it turns out i love them to make sure the sock is covering my whole ankle when i put my shoes on. the,Legwear
-1,So thin and see thru it's not even wearable in public. extremely cheap and ill fitting for any price let alone this price. i feel like they will rip the moment i wear them out. going back.,Lounge
-1,I own some pure and good cotton tanks similar to this in black that i live in teaching dance. i was hoping these would be the same. i ordered the pale blue and it is completely see through and fits tight in the back and loose in the front. i have no desire to have a bra/sports bra show whether out the sides or through the fabric  it is tacky!,Lounge
-1,I was definitely wearing retailer colored glasses (my term for when something looks great on you in the dressing room but leaves you wondering what-was-i-thinking when you try it on later) when i bought this. once i tried this on at home  i basically felt like i was swallowed up by this thing -- there's so much fabric layered in front and around your shoulders that you can actually feel the weight hanging down around your neck  and it naturally sticks out rather far in the back. i wanted to love t,Lounge
-1,"This dress is horrible. i can't believe they can get away with calling it a ""dress"". it should have been called a tunic or shirt. it looks like it is a soft flowing dress made out of nice material from the pictures  no way. it is made from sweatshirt material it is lifeless and is kind of stiff. it came to the top of my thighs. i can't find one nice thing to say about this dress and i do not recommend it. the picture does it so much more justice that it is worth.",Lounge
-1,I would really like this dress if the material were a little thicker. it's really thin so you can see my nipples straight through the dress. you can't wear a bra with it because it is backless so i don't understand how you are supposed to wear this outside of the house.,Lounge
-1,I normally wear a medium with these types of fabrics but this one was oddly proportioned on me. the skirt was also not very flattering to my hourglass figure  but it at least fit well. the top was baggy and gaped at the armpits as stated by others. i really wanted to like this dress but it made me look 20 pounds heavier even in the places it looked too big on me. i could have tried going with a small but the skirt would have then been too short.,Lounge
-1,I was looking for a casual dress for quick errands that was trendy but comfy.  this dress had a lot of potential [i was drawn to the print]  but the material is awful. so thin and scratchy! immediately went back.,Lounge
-1,This is a very soft and comfortable jacket but it has holes in the pocket area. it was returned to the store and the other jackets had the same problem although not in the same area. the store was considering pulling the product off their shelves. it is unclear if the holes are just the beginning of a pocket or what. but it was flawed by everyone who looked at it.,Lounge
-1,The print on these leggings is so cool but they are completely see-through. i mean seriously  seriously see-through.,Lounge
0,Beautiful color and softness  very warm  but the front is way too much material. it just wasn't flattering the way i wanted it to be. perhaps on a taller woman this would work.,Lounge
0,I am on the fence about this one. the length is great. it hits right above my knee at 5'1. overall it was larger than i was hoping. the waist is pretty loose  and i really had to tightly tie the back to get s good shoulder fit. the bottom is very voluminous making me look wide. i wish they had it in a petite size. for this price  i will probably return it. it's not worth the 300 price tag.,Lounge
0,"I tried this on in white and considered whether or not i wanted ""just another cover-up"". in the final analysis  even at $35 (30% off 49.99)  it just hung there. if that's what you're after  then this is for you.",Lounge
0,This dress had a nice silhouette  but the armholes were cut a bit wide and made it look sloppy- too bad - it would've made a nice casual dress!,Lounge
0,I thought i might like the look of this oversized odette dress but after i tried it on i felt it was not a flattering style on me. the color was pretty and fabric was nice - just not a fit for me.,Lounge
0,I purchased the moss color in this cardigan. i really love the texture of the material. it is very very soft. my issue with this is the arms. like other reviewers have said they are extremely small! i went up to a large rather than my usual medium and they were still tight. i really wanted this to work but i will probably return due to the arms.,Lounge
0,I wanted to love this dress--a throw-on-and-go outfit that was casual enough with sneakers for errands but stylish enough with dressy sandals for a brunch date--but didn't for a couple of reasons.    first  it is way too short for me  especially on the sides because of the war the ruffled bottom lay  to wear as a dress. it was more tunic length- but i wouldn't want to wear pants underneath because it would take away from the overall aesthetic. also  the ruffled sleeves give me unwanted volume th,Lounge
0,I liked that this was a unique take on a sweatshirt. pretty seam down the back and weight of material. i'm going to return it because i wish it was a little more of a loose/baggy fit and under-pattern is darker than i thought.,Lounge
0,I was really disappointed when this arrived and i discovered that it's basically see-through.  it's well constructed  it's just a really thin material.,Lounge
1,Just bought this jacket on sale and i love it! it's like a soft compfy sweatshirt   love the longer length. i feel like it runs pretty true to size. i usually buy an xs or small and the small fit fine. the sleeves are a tad long but not too bad  the model has them scrunched up but i find they are too snug to do that. i would highly recommend this jacket  just love the feel and look of it.,Lounge
1,Thick  soft  awesome quality - what's not to love?! i've had an awful time finding a new black warm cardigan this year to throw over anything from a tee to a casual dress  and this finally fits the bill! while it is soft like a sweatshirt  i would definitely not say that this is purely loungewear. nice enough to replace my old ratty sweaterknit!,Lounge
